algo,size,freq_mhz,joules,time_ms
mandelbrot_v2,1000,800,0.311706000,112.601898000
mandelbrot_v3,1000,800,0.573364000,223.720233000
mandelbrot_v3,1000,800,0.598877000,216.538727000
mandelbrot_v3,1000,800,0.544128000,214.959648000
mandelbrot_v3,1000,800,0.740784000,212.444508000
mandelbrot_v3,1000,800,0.781616000,223.052858000
mandelbrot_v3,1000,800,0.623291000,218.063633000
mandelbrot_v3,1000,800,0.583923000,209.460077000
mandelbrot_v3,1000,800,0.527771000,208.482986000
mandelbrot_v3,1000,800,0.525940000,209.767213000
mandelbrot_v3,1000,800,0.577332000,208.861412000
mandelbrot_v3,1000,800,0.653625000,220.768703000
mandelbrot_v3,1000,800,0.549804000,210.356669000
mandelbrot_v3,1000,800,0.528260000,208.522946000
mandelbrot_v3,1000,800,0.537536000,209.601326000
mandelbrot_v3,1000,800,0.563965000,209.184640000
mandelbrot_v3,1000,800,0.653015000,211.444198000
mandelbrot_v3,1000,800,0.526062000,208.904584000
mandelbrot_v3,1000,800,0.521973000,208.570804000
mandelbrot_v3,1000,800,0.521667000,208.520531000
